symbol,lot,odd_lot_unit,industry,group,tradable_flag
3019,1000,1,26,-1,1
3021,1000,1,28,-1,1
3022,1000,1,25,-1,1
3023,1000,1,28,-1,1
3024,1000,1,26,-1,1
3025,1000,1,27,-1,1
3026,1000,1,28,-1,1
3027,1000,1,27,-1,1
3028,1000,1,29,-1,1
3029,1000,1,30,-1,1
3030,1000,1,31,-1,1
3031,1000,1,26,-1,1
3032,1000,1,28,-1,1
3033,1000,1,29,-1,1
3034,1000,1,24,-1,1
3035,1000,1,24,-1,1
3036,1000,1,29,-1,1
3037,1000,1,28,-1,1
3038,1000,1,26,-1,1
3040,1000,1,20,-1,1
3041,1000,1,24,-1,1
3042,1000,1,28,-1,1
3043,1000,1,31,-1,1
3044,1000,1,28,-1,1
3045,1000,1,27,-1,1
3046,1000,1,25,-1,1
3047,1000,1,27,-1,1
3048,1000,1,29,-1,1
3049,1000,1,26,-1,1
3050,1000,1,26,-1,1
3051,1000,1,26,-1,1
3052,1000,1,14,-1,1
3054,1000,1,02,-1,1
3055,1000,1,29,-1,1
3056,1000,1,14,-1,1
3057,1000,1,25,-1,1
3058,1000,1,28,-1,1
3059,1000,1,26,-1,1
3060,1000,1,25,-1,1
3062,1000,1,27,-1,1
3090,1000,1,28,-1,1
3092,1000,1,28,-1,1
3094,1000,1,24,-1,1
3130,1000,1,36,-1,1
3135,1000,1,24,-1,1
3138,1000,1,27,-1,1
3149,1000,1,26,-1,1
3150,1000,1,24,-1,1
3164,1000,1,22,-1,1
3167,1000,1,05,-1,1
3168,1000,1,26,-1,1
3189,1000,1,24,-1,1
3209,1000,1,29,-1,1
3229,1000,1,28,-1,1
3231,1000,1,25,-1,1
3257,1000,1,24,-1,1
3266,1000,1,14,-1,1
3296,1000,1,28,-1,1
3305,1000,1,31,-1,1
3308,1000,1,28,-1,1
3311,1000,1,27,-1,1
3312,1000,1,29,-1,1
3321,1000,1,28,-1,1
3338,1000,1,28,-1,1
3346,1000,1,12,-1,1
3356,1000,1,26,-1,1
3376,1000,1,28,-1,1
3380,1000,1,27,-1,1
3406,1000,1,26,-1,1
3413,1000,1,24,-1,1
3416,1000,1,25,-1,1
3419,1000,1,27,-1,1
3432,1000,1,28,-1,1
3437,1000,1,26,-1,1
3443,1000,1,24,-1,1
3447,1000,1,27,-1,1
3450,1000,1,24,-1,1
3454,1000,1,26,-1,1
3481,1000,1,26,-1,1
3494,1000,1,25,-1,1
3501,1000,1,28,-1,1
3504,1000,1,26,-1,1
3515,1000,1,25,-1,1
3518,1000,1,31,-1,1
3528,1000,1,29,-1,1
3530,1000,1,24,-1,1
3532,1000,1,24,-1,1
3533,1000,1,28,-1,1
3535,1000,1,26,-1,1
3543,1000,1,26,-1,1
3545,1000,1,24,-1,1
3550,1000,1,28,-1,1
3557,1000,1,38,-1,1
3563,1000,1,26,-1,1
3576,1000,1,26,-1,1
3583,1000,1,24,-1,1
3588,1000,1,24,-1,1
3591,1000,1,26,-1,1
3592,1000,1,24,-1,1
3593,1000,1,28,-1,1
3596,1000,1,27,-1,1
3605,1000,1,28,-1,1
3607,1000,1,28,-1,1
3617,1000,1,31,-1,1
3622,1000,1,26,-1,1
3645,1000,1,28,-1,1
3652,1000,1,25,-1,1
3653,1000,1,28,-1,1
3661,1000,1,24,-1,1
3665,1000,1,31,-1,1
3669,1000,1,27,-1,1
3673,1000,1,26,-1,1
3679,1000,1,28,-1,1
3686,1000,1,24,-1,1
3694,1000,1,27,-1,1
3701,1000,1,25,-1,1
3702,1000,1,29,-1,1
3703,1000,1,14,-1,1
3704,1000,1,27,-1,1
3705,1000,1,22,-1,1
3706,1000,1,25,-1,1
3708,1000,1,35,-1,1
3711,1000,1,24,-1,1
3712,1000,1,25,-1,1
3714,1000,1,26,-1,1
3715,1000,1,28,-1,1
3716,1000,1,22,-1,1
3717,1000,1,12,-1,1
4104,1000,1,22,-1,1
4106,1000,1,22,-1,1
4108,1000,1,22,-1,1
4119,1000,1,22,-1,1
4133,1000,1,22,-1,1
4137,1000,1,22,-1,1
4142,1000,1,22,-1,1
4148,1000,1,22,-1,1
4155,1000,1,22,-1,1
4164,1000,1,22,-1,1
4190,1000,1,22,-1,1
4306,1000,1,03,-1,1
4414,1000,1,04,-1,1
4426,1000,1,04,-1,1
4438,1000,1,04,-1,1
4439,1000,1,04,-1,1
4440,1000,1,04,-1,1
4526,1000,1,05,-1,1
4532,1000,1,05,-1,1
4536,1000,1,37,-1,1
4540,1000,1,05,-1,1
4545,1000,1,28,-1,1
4551,1000,1,12,-1,1
4552,1000,1,05,-1,1
4555,1000,1,05,-1,1
4557,1000,1,12,-1,1
4560,1000,1,05,-1,1
4562,1000,1,05,-1,1
4564,1000,1,05,-1,1
4566,1000,1,05,-1,1
4569,1000,1,12,-1,1
4571,1000,1,05,-1,1
4572,1000,1,05,-1,1
4576,1000,1,05,-1,1
4581,1000,1,12,-1,1
4583,1000,1,05,-1,1
4588,1000,1,31,-1,1
4720,1000,1,21,-1,1
4722,1000,1,21,-1,1
4736,1000,1,22,-1,1
4737,1000,1,22,-1,1
4739,1000,1,21,-1,1
4746,1000,1,22,-1,1
4755,1000,1,21,-1,1
4763,1000,1,21,-1,1
4764,1000,1,21,-1,1
4766,1000,1,21,-1,1
4770,1000,1,21,-1,1
4771,1000,1,22,-1,1
4807,1000,1,18,-1,1
4904,1000,1,27,-1,1
4906,1000,1,27,-1,1
4912,1000,1,28,-1,1
4915,1000,1,28,-1,1
4916,1000,1,25,-1,1
4919,1000,1,24,-1,1
4927,1000,1,28,-1,1
4930,1000,1,06,-1,1
4934,1000,1,26,-1,1
4935,1000,1,26,-1,1
4938,1000,1,25,-1,1
4942,1000,1,26,-1,1
4943,1000,1,28,-1,1
4949,1000,1,26,-1,1
4952,1000,1,24,-1,1
4956,1000,1,26,-1,1
4958,1000,1,28,-1,1
4960,1000,1,26,-1,1
4961,1000,1,24,-1,1
4967,1000,1,24,-1,1
4968,1000,1,24,-1,1
4976,1000,1,26,-1,1
4977,1000,1,27,-1,1
4989,1000,1,28,-1,1
4994,1000,1,30,-1,1
4999,1000,1,28,-1,1
5007,1000,1,10,-1,1
5203,1000,1,30,-1,1
5215,1000,1,25,-1,1
5222,1000,1,24,-1,1
5225,1000,1,31,-1,1
5234,1000,1,26,-1,1
5243,1000,1,26,-1,1
5244,1000,1,26,-1,1
5258,1000,1,25,-1,1
5269,1000,1,24,-1,1
5283,1000,1,06,-1,1
5284,1000,1,20,-1,1
5285,1000,1,24,-1,1
5288,1000,1,05,-1,1
5292,1000,1,35,-1,1
5306,1000,1,37,-1,1
5388,1000,1,27,-1,1
5434,1000,1,29,-1,1
5469,1000,1,28,-1,1
5471,1000,1,24,-1,1
5484,1000,1,26,-1,1
5515,1000,1,14,-1,1
5519,1000,1,14,-1,1
5521,1000,1,14,-1,1
5522,1000,1,14,-1,1
5525,1000,1,14,-1,1
5531,1000,1,14,-1,1
5533,1000,1,14,-1,1
5534,1000,1,14,-1,1
5538,1000,1,10,-1,1
5546,1000,1,14,-1,1
5607,1000,1,15,-1,1
5608,1000,1,15,-1,1
5706,1000,1,16,-1,1
5871,1000,1,20,-1,1
5876,1000,1,17,-1,1
5880,1000,1,17,-1,1
5906,1000,1,18,-1,1
5907,1000,1,18,-1,1
6005,1000,1,17,-1,1
6024,1000,1,17,-1,1
6108,1000,1,28,-1,1
6112,1000,1,30,-1,1
6115,1000,1,28,-1,1
6116,1000,1,26,-1,1
6117,1000,1,25,-1,1
6120,1000,1,26,-1,1
6128,1000,1,25,-1,1
6133,1000,1,28,-1,1
6136,1000,1,27,-1,1
6139,1000,1,31,-1,1
6141,1000,1,28,-1,1
6142,1000,1,27,-1,1
6152,1000,1,27,-1,1
6153,1000,1,28,-1,1
6155,1000,1,28,-1,1
6164,1000,1,26,-1,1
6165,1000,1,36,-1,1
6166,1000,1,25,-1,1
6168,1000,1,26,-1,1
6176,1000,1,26,-1,1
6177,1000,1,14,-1,1
6183,1000,1,30,-1,1
6184,1000,1,20,-1,1
6189,1000,1,29,-1,1
6191,1000,1,28,-1,1
6192,1000,1,31,-1,1
6196,1000,1,31,-1,1
6197,1000,1,28,-1,1
6201,1000,1,31,-1,1
6202,1000,1,24,-1,1
6205,1000,1,28,-1,1
6206,1000,1,25,-1,1
6209,1000,1,26,-1,1
6213,1000,1,28,-1,1
6214,1000,1,30,-1,1
6215,1000,1,31,-1,1
6216,1000,1,27,-1,1
6224,1000,1,28,-1,1
6225,1000,1,26,-1,1
6226,1000,1,26,-1,1
6230,1000,1,25,-1,1
6235,1000,1,25,-1,1
6239,1000,1,24,-1,1
6243,1000,1,24,-1,1
6257,1000,1,24,-1,1
6269,1000,1,28,-1,1
6271,1000,1,24,-1,1
6277,1000,1,25,-1,1
6278,1000,1,26,-1,1
6281,1000,1,29,-1,1
6282,1000,1,28,-1,1
6283,1000,1,31,-1,1
6285,1000,1,27,-1,1
6405,1000,1,26,-1,1
6409,1000,1,31,-1,1
6412,1000,1,28,-1,1
6414,1000,1,25,-1,1
6415,1000,1,24,-1,1
6416,1000,1,27,-1,1
6423,1000,1,24,-1,1
6426,1000,1,27,-1,1
6431,1000,1,22,-1,1
6438,1000,1,31,-1,1
6442,1000,1,27,-1,1
6443,1000,1,26,-1,1
6446,1000,1,22,-1,1
6449,1000,1,28,-1,1
6451,1000,1,24,-1,1
6456,1000,1,26,-1,1
6464,1000,1,20,-1,1
6472,1000,1,22,-1,1
6477,1000,1,26,-1,1
6491,1000,1,22,-1,1
6504,1000,1,20,-1,1
6505,1000,1,23,-1,1
6515,1000,1,24,-1,1
6525,1000,1,24,-1,1
6526,1000,1,24,-1,1
6531,1000,1,24,-1,1
6533,1000,1,24,-1,1
6534,1000,1,22,-1,1
6541,1000,1,22,-1,1
6550,1000,1,22,-1,1
6552,1000,1,24,-1,1
6558,1000,1,31,-1,1
6573,1000,1,24,-1,1
6579,1000,1,25,-1,1
6581,1000,1,35,-1,1
6582,1000,1,11,-1,1
6585,1000,1,20,-1,1
6589,1000,1,22,-1,1
6591,1000,1,25,-1,1
6592,1000,1,20,-1,1
6598,1000,1,22,-1,1
6605,1000,1,12,-1,1
6606,1000,1,05,-1,1
6625,1000,1,20,-1,1
6641,1000,1,35,-1,1
6645,1000,1,22,-1,1
6655,1000,1,20,-1,1
6657,1000,1,22,-1,1
6658,1000,1,31,-1,1
6666,1000,1,22,-1,1
6668,1000,1,26,-1,1
6669,1000,1,25,-1,1
6670,1000,1,37,-1,1
6671,1000,1,38,-1,1
6672,1000,1,28,-1,1
6674,1000,1,27,-1,1
6689,1000,1,36,-1,1
6691,1000,1,31,-1,1
6695,1000,1,24,-1,1
6698,1000,1,31,-1,1
6706,1000,1,26,-1,1
6715,1000,1,28,-1,1
6719,1000,1,24,-1,1
6742,1000,1,26,-1,1
6743,1000,1,31,-1,1
6753,1000,1,15,-1,1
6754,1000,1,38,-1,1
6756,1000,1,24,-1,1
6757,1000,1,15,-1,1
6768,1000,1,37,-1,1
6770,1000,1,24,-1,1
6771,1000,1,35,-1,1
6776,1000,1,29,-1,1
6781,1000,1,28,-1,1
6782,1000,1,22,-1,1
6789,1000,1,24,-1,1
6790,1000,1,09,-1,1
6792,1000,1,27,-1,1
6794,1000,1,22,-1,1
6796,1000,1,22,-1,1
6799,1000,1,24,-1,1
6805,1000,1,28,-1,1
6806,1000,1,35,-1,1
6807,1000,1,38,-1,1
6830,1000,1,31,-1,1
6834,1000,1,28,-1,1
6835,1000,1,28,-1,1
6838,1000,1,22,-1,1
6854,1000,1,24,-1,1
6861,1000,1,22,-1,1
6862,1000,1,28,-1,1
6863,1000,1,27,-1,1
6869,1000,1,35,-1,1
6873,1000,1,35,-1,1
6885,1000,1,22,-1,1
6887,1000,1,35,-1,1
6890,1000,1,37,-1,1
6901,1000,1,20,-1,1
6902,1000,1,36,-1,1
6906,1000,1,36,-1,1
6909,1000,1,24,-1,1
6914,1000,1,20,-1,1
6916,1000,1,26,-1,1
6918,1000,1,22,-1,1
6919,1000,1,22,-1,1
6923,1000,1,35,-1,1
6924,1000,1,28,-1,1
6928,1000,1,25,-1,1
6931,1000,1,22,-1,1
6933,1000,1,25,-1,1
6936,1000,1,22,-1,1
6937,1000,1,24,-1,1
6944,1000,1,35,-1,1
6949,1000,1,22,-1,1
6951,1000,1,35,-1,1
6952,1000,1,20,-1,1
6955,1000,1,22,-1,1
6957,1000,1,20,-1,1
6958,1000,1,20,-1,1
6962,1000,1,24,-1,1
6965,1000,1,37,-1,1
6969,1000,1,35,-1,1
6988,1000,1,12,-1,1
6994,1000,1,35,-1,1
7631,1000,1,31,-1,1
7705,1000,1,16,-1,1
7721,1000,1,36,-1,1
7722,1000,1,36,-1,1
7732,1000,1,12,-1,1
7736,1000,1,12,-1,1
7740,1000,1,35,-1,1
7749,1000,1,24,-1,1
8011,1000,1,27,-1,1
8016,1000,1,24,-1,1
8021,1000,1,31,-1,1
8028,1000,1,24,-1,1
8033,1000,1,20,-1,1
8039,1000,1,28,-1,1
8045,1000,1,27,-1,1
8046,1000,1,28,-1,1
8070,1000,1,29,-1,1
8072,1000,1,29,-1,1
8081,1000,1,24,-1,1
8101,1000,1,27,-1,1
8103,1000,1,28,-1,1
8104,1000,1,26,-1,1
8105,1000,1,26,-1,1
8110,1000,1,24,-1,1
8112,1000,1,29,-1,1
8114,1000,1,25,-1,1
8131,1000,1,24,-1,1
8150,1000,1,24,-1,1
8162,1000,1,24,-1,1
8163,1000,1,25,-1,1
8201,1000,1,31,-1,1
8210,1000,1,25,-1,1
8213,1000,1,28,-1,1
8215,1000,1,26,-1,1
8222,1000,1,05,-1,1
8249,1000,1,28,-1,1
8261,1000,1,24,-1,1
8271,1000,1,24,-1,1
8341,1000,1,35,-1,1
8367,1000,1,15,-1,1
8374,1000,1,05,-1,1
8404,1000,1,20,-1,1
8411,1000,1,20,-1,1
8422,1000,1,35,-1,1
8429,1000,1,18,-1,1
8438,1000,1,35,-1,1
8442,1000,1,20,-1,1
8443,1000,1,18,-1,1
8454,1000,1,36,-1,1
8462,1000,1,37,-1,1
8463,1000,1,20,-1,1
8464,1000,1,38,-1,1
8466,1000,1,20,-1,1
8467,1000,1,37,-1,1
8473,1000,1,35,-1,1
8476,1000,1,35,-1,1
8478,1000,1,37,-1,1
8481,1000,1,20,-1,1
8482,1000,1,38,-1,1
8487,1000,1,36,-1,1
8488,1000,1,20,-1,1
8499,1000,1,31,-1,1
8926,1000,1,23,-1,1
8940,1000,1,16,-1,1
8996,1000,1,05,-1,1
9802,1000,1,37,-1,1
9902,1000,1,20,-1,1
9904,1000,1,37,-1,1
9905,1000,1,20,-1,1
9906,1000,1,14,-1,1
9907,1000,1,20,-1,1
9908,1000,1,23,-1,1
9910,1000,1,37,-1,1
9911,1000,1,38,-1,1
9912,1000,1,25,-1,1
9914,1000,1,37,-1,1
9917,1000,1,20,-1,1
9918,1000,1,23,-1,1
9919,1000,1,20,-1,1
9921,1000,1,37,-1,1
9924,1000,1,38,-1,1
9925,1000,1,20,-1,1
9926,1000,1,23,-1,1
9927,1000,1,20,-1,1
9928,1000,1,20,-1,1
9929,1000,1,20,-1,1
9930,1000,1,35,-1,1
9931,1000,1,23,-1,1
9933,1000,1,20,-1,1
9934,1000,1,38,-1,1
9935,1000,1,38,-1,1
9937,1000,1,23,-1,1
9938,1000,1,20,-1,1
9939,1000,1,20,-1,1
9940,1000,1,20,-1,1
9941,1000,1,20,-1,1
9942,1000,1,20,-1,1
9943,1000,1,16,-1,1
9944,1000,1,20,-1,1
9945,1000,1,20,-1,1
9946,1000,1,14,-1,1
9955,1000,1,35,-1,1
9958,1000,1,10,-1,1
